Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary,ap_American Indian or Alaska Native Count,ap_Asian Count,ap_Black or African American Count,ap_Hispanic or Latino Count,ap_White Count,ap_Native Hawaiian or Other Pacific Islander Count,ap_Two Or More Races Count,ap_Male Count,ap_Female Count,ap_Total Student Count
1110,FALCON 49,133,458,1181,4516,11843,81,1340,0.3943,14,0.3252,19274,0.645,0.654,0.66,0.628,0.666,0.641,21.03181818,7,1,8,4,5,9,12,6,18,22,9,31,636,197,833,3,0,3,7,4,11,913,919.8,40682.68,4,33,53,111,425,3,39,311,357,668
1110,FALCON 49,133,458,1181,4516,11843,81,1340,0.3943,14,0.3252,19274,0.645,0.654,0.66,0.628,0.666,0.641,21.03181818,7,1,8,4,5,9,12,6,18,22,9,31,636,197,833,3,0,3,7,4,11,913,919.8,40682.68,4,33,53,111,425,3,39,311,357,668
1120,EDISON 54 JT,0,1,0,13,195,1,7,0.1014,14,0.4545,209,0.538,0.538,0.667,0.429,0.667,0.429,28.99,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,0,0,0,0,0,0,12,12,34867.55,0,0,0,0,0,0,0,0,0,0
1120,EDISON 54 JT,0,1,0,13,195,1,7,0.1014,14,0.4545,209,0.538,0.538,0.667,0.429,0.667,0.429,28.99,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,0,0,0,0,0,0,12,12,34867.55,0,0,0,0,0,0,0,0,0,0
1130,MIAMI/YODER 60 JT,1,0,1,50,218,0,8,0.2158,14,0.64,250,0.75,0.813,0.857,0.667,0.857,0.778,11.835,0,0,0,0,0,0,0,1,1,0,0,0,13,8,21,0,0,0,0,0,0,22,25.1,29080.8,0,0,0,0,0,0,0,0,0,0
1130,MIAMI/YODER 60 JT,1,0,1,50,218,0,8,0.2158,14,0.64,250,0.75,0.813,0.857,0.667,0.857,0.778,11.835,0,0,0,0,0,0,0,1,1,0,0,0,13,8,21,0,0,0,0,0,0,22,25.1,29080.8,0,0,0,0,0,0,0,0,0,0
1140,CANON CITY RE-1,33,22,15,450,2981,4,98,0.1726,14,0.5626,3603,0.776,0.819,0.812,0.741,0.855,0.783,21.32777778,0,0,0,0,0,0,1,0,1,1,5,6,164,63,227,0,0,0,0,0,0,234,228.2,45334.74,0,0,0,0,0,0,0,0,0,0
1140,CANON CITY RE-1,33,22,15,450,2981,4,98,0.1726,14,0.5626,3603,0.776,0.819,0.812,0.741,0.855,0.783,21.32777778,0,0,0,0,0,0,1,0,1,1,5,6,164,63,227,0,0,0,0,0,0,234,228.2,45334.74,0,0,0,0,0,0,0,0,0,0
1150,FREMONT RE-2,3,7,6,224,1091,1,41,0.2054,14,0.5302,1373,0.814,0.821,0.828,0.805,0.828,0.816,14.04,0,0,0,0,0,0,0,0,0,6,3,9,64,27,91,0,0,0,0,0,0,100,97.1,40639.09,0,0,0,0,0,0,0,0,0,0
1150,FREMONT RE-2,3,7,6,224,1091,1,41,0.2054,14,0.5302,1373,0.814,0.821,0.828,0.805,0.828,0.816,14.04,0,0,0,0,0,0,0,0,0,6,3,9,64,27,91,0,0,0,0,0,0,100,97.1,40639.09,0,0,0,0,0,0,0,0,0,0
1160,COTOPAXI RE-3,3,1,0,9,202,0,6,0.086,14,0.5911,203,0.769,0.769,1,0.7,1,0.7,11.79,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,19,18.9,32230.83,0,0,0,0,0,0,0,0,0,0
1160,COTOPAXI RE-3,3,1,0,9,202,0,6,0.086,14,0.5911,203,0.769,0.769,1,0.7,1,0.7,11.79,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,19,18.9,32230.83,0,0,0,0,0,0,0,0,0,0
1180,ROARING FORK RE-1,20,40,16,3032,2418,5,82,0.5692,14,0.4291,5423,0.831,0.836,0.896,0.768,0.896,0.779,14.84666667,0,0,0,4,0,4,0,0,0,18,4,22,271,75,346,0,0,0,0,0,0,372,354,47515.84,0,0,0,37,73,1,5,44,72,116
1180,ROARING FORK RE-1,20,40,16,3032,2418,5,82,0.5692,14,0.4291,5423,0.831,0.836,0.896,0.768,0.896,0.779,14.84666667,0,0,0,4,0,4,0,0,0,18,4,22,271,75,346,0,0,0,0,0,0,372,354,47515.84,0,0,0,37,73,1,5,44,72,116
1195,GARFIELD RE-2,13,19,19,2104,2580,2,91,0.4656,14,0.5377,4668,0.805,0.842,0.878,0.741,0.906,0.785,16.554,0,0,0,1,0,1,0,0,0,6,3,9,189,90,279,0,0,0,0,2,2,291,287,40255.85,1,0,0,84,150,0,7,114,128,242
1195,GARFIELD RE-2,13,19,19,2104,2580,2,91,0.4656,14,0.5377,4668,0.805,0.842,0.878,0.741,0.906,0.785,16.554,0,0,0,1,0,1,0,0,0,6,3,9,189,90,279,0,0,0,0,2,2,291,287,40255.85,1,0,0,84,150,0,7,114,128,242
1220,GARFIELD 16,25,1,6,365,604,4,33,0.4181,14,0.4884,952,0.75,0.762,0.857,0.643,0.857,0.667,17.1375,0,0,0,0,1,1,0,0,0,0,1,1,42,16,58,0,0,0,0,0,0,60,58.6,38448.24,14,0,5,90,223,3,18,180,173,353
1220,GARFIELD 16,25,1,6,365,604,4,33,0.4181,14,0.4884,952,0.75,0.762,0.857,0.643,0.857,0.667,17.1375,0,0,0,0,1,1,0,0,0,0,1,1,42,16,58,0,0,0,0,0,0,60,58.6,38448.24,14,0,5,90,223,3,18,180,173,353
1330,GILPIN COUNTY RE-1,0,8,5,49,334,4,29,0.2214,14,0.2688,398,0.947,0.947,0.9,1,0.9,1,12.065,0,0,0,0,0,0,0,0,0,0,0,0,27,9,36,0,0,0,0,1,1,37,35.9,43409.86,0,2,0,5,23,0,0,13,17,30
1330,GILPIN COUNTY RE-1,0,8,5,49,334,4,29,0.2214,14,0.2688,398,0.947,0.947,0.9,1,0.9,1,12.065,0,0,0,0,0,0,0,0,0,0,0,0,27,9,36,0,0,0,0,1,1,37,35.9,43409.86,0,2,0,5,23,0,0,13,17,30
1350,EAST GRAND 2,7,5,4,169,1085,8,21,0.1647,14,0.2985,1236,0.855,0.855,0.941,0.786,0.941,0.786,12.892,0,0,0,1,0,1,0,0,0,0,0,0,79,17,96,0,0,0,2,0,2,99,94.1,45016.05,0,2,0,1,169,1,2,74,101,175
1350,EAST GRAND 2,7,5,4,169,1085,8,21,0.1647,14,0.2985,1236,0.855,0.855,0.941,0.786,0.941,0.786,12.892,0,0,0,1,0,1,0,0,0,0,0,0,79,17,96,0,0,0,2,0,2,99,94.1,45016.05,0,2,0,1,169,1,2,74,101,175
1360,GUNNISON WATERSHED RE1J,7,7,11,317,1548,1,38,0.1975,14,0.2526,1849,0.871,0.885,0.93,0.809,0.93,0.838,19.68428571,0,0,0,0,0,0,0,0,0,2,0,2,105,25,130,0,0,0,0,0,0,132,129.2,45228.29,0,0,0,2,49,0,2,28,25,53
1360,GUNNISON WATERSHED RE1J,7,7,11,317,1548,1,38,0.1975,14,0.2526,1849,0.871,0.885,0.93,0.809,0.93,0.838,19.68428571,0,0,0,0,0,0,0,0,0,2,0,2,105,25,130,0,0,0,0,0,0,132,129.2,45228.29,0,0,0,2,49,0,2,28,25,53
1380,HINSDALE COUNTY RE 1,3,0,1,6,84,0,2,0.125,14,0.3333,87,1,1,1,1,1,1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,10,11.3,28812.39,0,0,0,0,0,0,0,0,0,0
1380,HINSDALE COUNTY RE 1,3,0,1,6,84,0,2,0.125,14,0.3333,87,1,1,1,1,1,1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,10,11.3,28812.39,0,0,0,0,0,0,0,0,0,0
1390,HUERFANO RE-1,31,3,6,332,163,2,0,0.6965,14,0.8254,504,0.741,0.741,0.75,0.733,0.75,0.733,12.02666667,0,0,0,1,2,3,0,0,0,5,4,9,25,7,32,0,0,0,0,0,0,44,44.1,33680.91,0,0,0,0,0,0,0,0,0,0
1390,HUERFANO RE-1,31,3,6,332,163,2,0,0.6965,14,0.8254,504,0.741,0.741,0.75,0.733,0.75,0.733,12.02666667,0,0,0,1,2,3,0,0,0,5,4,9,25,7,32,0,0,0,0,0,0,44,44.1,33680.91,0,0,0,0,0,0,0,0,0,0
1400,LA VETA RE-2,0,0,0,58,155,0,2,0.2791,14,0.5867,196,0.909,0.909,0.857,1,0.857,1,11.25,0,0,0,0,0,0,0,0,0,2,0,2,14,4,18,0,0,0,0,0,0,20,19.3,38493.45,0,0,0,0,0,0,0,0,0,0
1400,LA VETA RE-2,0,0,0,58,155,0,2,0.2791,14,0.5867,196,0.909,0.909,0.857,1,0.857,1,11.25,0,0,0,0,0,0,0,0,0,2,0,2,14,4,18,0,0,0,0,0,0,20,19.3,38493.45,0,0,0,0,0,0,0,0,0,0
1420,JEFFERSON COUNTY R-1,570,2618,1018,21143,58115,155,2928,0.3285,14,0.3177,83613,0.829,0.853,0.863,0.798,0.881,0.828,23.34435583,16,11,27,38,12,50,2,8,10,224,68,292,"3,303","1,076","4,379",6,2,8,51,13,64,"4,830",4724.3,54100.42,32,595,78,1512,8266,19,360,4852,6010,10862
1420,JEFFERSON COUNTY R-1,570,2618,1018,21143,58115,155,2928,0.3285,14,0.3177,83613,0.829,0.853,0.863,0.798,0.881,0.828,23.34435583,16,11,27,38,12,50,2,8,10,224,68,292,"3,303","1,076","4,379",6,2,8,51,13,64,"4,830",4724.3,54100.42,32,595,78,1512,8266,19,360,4852,6010,10862
1430,EADS RE-1,3,0,1,18,152,1,0,0.1314,14,0.3987,153,1,1,1,1,1,1,8.966666667,0,0,0,0,0,0,0,0,0,0,0,0,16,6,22,0,0,0,0,0,0,22,20.4,32812.07,0,0,0,0,0,0,0,0,0,0
1430,EADS RE-1,3,0,1,18,152,1,0,0.1314,14,0.3987,153,1,1,1,1,1,1,8.966666667,0,0,0,0,0,0,0,0,0,0,0,0,16,6,22,0,0,0,0,0,0,22,20.4,32812.07,0,0,0,0,0,0,0,0,0,0
1440,PLAINVIEW RE-2,0,0,0,2,63,0,1,0.0455,14,0.5161,62,0.6,0.6,0.6,0,0.6,0,6.225,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,10,10.6,32323.53,0,0,0,0,0,0,0,0,0,0
1440,PLAINVIEW RE-2,0,0,0,2,63,0,1,0.0455,14,0.5161,62,0.6,0.6,0.6,0,0.6,0,6.225,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,10,10.6,32323.53,0,0,0,0,0,0,0,0,0,0
1450,ARRIBA-FLAGLER C-20,1,3,0,19,168,1,3,0.1385,14,0.515,167,1,1,1,1,1,1,11.35,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18,0,0,0,0,0,0,18,17.2,37255.88,0,0,0,0,0,0,0,0,0,0
1450,ARRIBA-FLAGLER C-20,1,3,0,19,168,1,3,0.1385,14,0.515,167,1,1,1,1,1,1,11.35,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18,0,0,0,0,0,0,18,17.2,37255.88,0,0,0,0,0,0,0,0,0,0
1460,HI-PLAINS R-23,2,0,3,24,81,0,1,0.2703,14,0.6531,98,1,1,1,1,1,1,6.51,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,0,0,0,0,0,0,16,17,29716.54,0,0,0,0,0,0,0,0,0,0
1460,HI-PLAINS R-23,2,0,3,24,81,0,1,0.2703,14,0.6531,98,1,1,1,1,1,1,6.51,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,0,0,0,0,0,0,16,17,29716.54,0,0,0,0,0,0,0,0,0,0
1480,STRATTON R-4,4,0,0,41,166,0,1,0.217,14,0.6034,174,1,1,1,1,1,1,10.91333333,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,18,17.7,31448.62,0,0,0,0,0,0,0,0,0,0
1480,STRATTON R-4,4,0,0,41,166,0,1,0.217,14,0.6034,174,1,1,1,1,1,1,10.91333333,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,18,17.7,31448.62,0,0,0,0,0,0,0,0,0,0
1490,BETHUNE R-5,0,3,0,43,69,0,2,0.4103,14,0.7037,108,0.895,0.947,0.8,1,0.9,1,9.25,0,0,0,0,1,1,0,0,0,0,1,1,11,3,14,0,0,0,0,0,0,16,12.6,35922.54,0,0,0,0,0,0,0,0,0,0
1490,BETHUNE R-5,0,3,0,43,69,0,2,0.4103,14,0.7037,108,0.895,0.947,0.8,1,0.9,1,9.25,0,0,0,0,1,1,0,0,0,0,1,1,11,3,14,0,0,0,0,0,0,16,12.6,35922.54,0,0,0,0,0,0,0,0,0,0
1500,BURLINGTON RE-6J,5,7,8,328,429,0,7,0.4528,14,0.5934,701,0.825,0.825,0.92,0.75,0.92,0.75,14.67666667,0,0,0,0,0,0,0,0,0,2,0,2,32,18,50,0,0,0,0,1,1,53,52.5,32905.19,0,0,0,0,0,0,0,0,0,0
1500,BURLINGTON RE-6J,5,7,8,328,429,0,7,0.4528,14,0.5934,701,0.825,0.825,0.92,0.75,0.92,0.75,14.67666667,0,0,0,0,0,0,0,0,0,2,0,2,32,18,50,0,0,0,0,1,1,53,52.5,32905.19,0,0,0,0,0,0,0,0,0,0
1510,LAKE COUNTY R-1,5,1,1,754,319,0,13,0.7081,14,0.7505,982,0.767,0.767,0.8,0.737,0.8,0.737,25.5,0,0,0,0,0,0,0,0,0,2,0,2,39,16,55,0,0,0,0,0,0,57,56.5,36082.52,0,0,0,12,11,0,0,7,16,23
1510,LAKE COUNTY R-1,5,1,1,754,319,0,13,0.7081,14,0.7505,982,0.767,0.767,0.8,0.737,0.8,0.737,25.5,0,0,0,0,0,0,0,0,0,2,0,2,39,16,55,0,0,0,0,0,0,57,56.5,36082.52,0,0,0,12,11,0,0,7,16,23
1520,DURANGO 9-R,226,41,30,864,3279,2,122,0.2816,14,0.2916,4410,0.818,0.838,0.81,0.828,0.827,0.851,29.23916667,6,2,8,1,0,1,1,1,2,6,5,11,212,69,281,0,0,0,0,0,0,303,283.2,49246.33,3,2,3,35,332,0,5,191,189,380
1520,DURANGO 9-R,226,41,30,864,3279,2,122,0.2816,14,0.2916,4410,0.818,0.838,0.81,0.828,0.827,0.851,29.23916667,6,2,8,1,0,1,1,1,2,6,5,11,212,69,281,0,0,0,0,0,0,303,283.2,49246.33,3,2,3,35,332,0,5,191,189,380
1530,BAYFIELD 10 JT-R,32,4,1,195,1055,1,37,0.2038,14,0.2943,1298,0.902,0.927,0.911,0.892,0.911,0.946,14.94,0,0,0,0,0,0,0,0,0,1,0,1,68,22,90,0,0,0,0,0,0,91,88.8,45236.13,1,0,0,3,58,0,3,36,29,65
1530,BAYFIELD 10 JT-R,32,4,1,195,1055,1,37,0.2038,14,0.2943,1298,0.902,0.927,0.911,0.892,0.911,0.946,14.94,0,0,0,0,0,0,0,0,0,1,0,1,68,22,90,0,0,0,0,0,0,91,88.8,45236.13,1,0,0,3,58,0,3,36,29,65
1540,IGNACIO 11 JT,171,7,3,284,284,1,41,0.641,14,0.4475,791,0.8,0.86,0.8,0.8,0.8,0.9,11.90333333,0,0,0,0,0,0,0,0,0,5,4,9,43,14,57,0,0,0,0,0,0,66,66.2,40006.66,0,0,0,0,0,0,0,0,0,0
1540,IGNACIO 11 JT,171,7,3,284,284,1,41,0.641,14,0.4475,791,0.8,0.86,0.8,0.8,0.8,0.9,11.90333333,0,0,0,0,0,0,0,0,0,5,4,9,43,14,57,0,0,0,0,0,0,66,66.2,40006.66,0,0,0,0,0,0,0,0,0,0
1550,POUDRE R-1,148,890,327,5215,21442,39,992,0.262,14,0.3161,28224,0.817,0.846,0.851,0.786,0.877,0.818,17.07722222,2,2,4,8,5,13,3,3,6,61,30,91,"1,263",402,"1,665",0,0,0,4,2,6,"1,785",1675.3,51077.21,11,304,21,305,3234,11,112,1955,2043,3998
1550,POUDRE R-1,148,890,327,5215,21442,39,992,0.262,14,0.3161,28224,0.817,0.846,0.851,0.786,0.877,0.818,17.07722222,2,2,4,8,5,13,3,3,6,61,30,91,"1,263",402,"1,665",0,0,0,4,2,6,"1,785",1675.3,51077.21,11,304,21,305,3234,11,112,1955,2043,3998
1560,THOMPSON R2-J,81,198,173,3174,12134,28,345,0.2479,14,0.3593,15588,0.745,0.773,0.79,0.704,0.815,0.735,17.97878788,3,0,3,7,2,9,0,1,1,22,14,36,656,211,867,0,0,0,0,0,0,916,860.3,46886.32,2,14,5,124,1121,0,18,561,723,1284
1560,THOMPSON R2-J,81,198,173,3174,12134,28,345,0.2479,14,0.3593,15588,0.745,0.773,0.79,0.704,0.815,0.735,17.97878788,3,0,3,7,2,9,0,1,1,22,14,36,656,211,867,0,0,0,0,0,0,916,860.3,46886.32,2,14,5,124,1121,0,18,561,723,1284
1570,ESTES PARK R-3,6,16,11,264,812,3,15,0.2795,14,0.3655,1097,0.886,0.905,0.902,0.87,0.941,0.87,17.4325,0,0,0,0,0,0,0,0,0,3,1,4,60,24,84,1,0,1,1,0,1,90,81.8,44830.44,0,0,1,17,81,0,1,47,53,100
1570,ESTES PARK R-3,6,16,11,264,812,3,15,0.2795,14,0.3655,1097,0.886,0.905,0.902,0.87,0.941,0.87,17.4325,0,0,0,0,0,0,0,0,0,3,1,4,60,24,84,1,0,1,1,0,1,90,81.8,44830.44,0,0,1,17,81,0,1,47,53,100
1580,TRINIDAD 1,17,7,7,760,228,2,4,0.7776,14,0.7024,1025,0.785,0.823,0.791,0.778,0.837,0.806,16.5325,0,0,0,0,0,0,0,0,0,14,3,17,20,11,31,5,2,7,5,0,5,60,62.6,43778.2,0,0,0,0,0,0,0,0,0,0
1580,TRINIDAD 1,17,7,7,760,228,2,4,0.7776,14,0.7024,1025,0.785,0.823,0.791,0.778,0.837,0.806,16.5325,0,0,0,0,0,0,0,0,0,14,3,17,20,11,31,5,2,7,5,0,5,60,62.6,43778.2,0,0,0,0,0,0,0,0,0,0
1590,PRIMERO REORGANIZED 2,4,0,1,5,185,1,1,0.0609,14,0.4946,186,0.923,0.923,1,0.8,1,0.8,10.135,1,0,1,0,0,0,0,0,0,5,0,5,8,5,13,0,0,0,0,0,0,19,19.4,36660.28,0,0,0,0,0,0,0,0,0,0
1590,PRIMERO REORGANIZED 2,4,0,1,5,185,1,1,0.0609,14,0.4946,186,0.923,0.923,1,0.8,1,0.8,10.135,1,0,1,0,0,0,0,0,0,5,0,5,8,5,13,0,0,0,0,0,0,19,19.4,36660.28,0,0,0,0,0,0,0,0,0,0
1600,HOEHNE REORGANIZED 3,2,6,0,175,175,0,5,0.5179,14,0.3333,363,0.861,0.917,0.882,0.842,0.941,0.895,16.06,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23,0,0,0,0,0,0,23,22.6,36635.11,0,0,0,0,0,0,0,0,0,0
1600,HOEHNE REORGANIZED 3,2,6,0,175,175,0,5,0.5179,14,0.3333,363,0.861,0.917,0.882,0.842,0.941,0.895,16.06,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23,0,0,0,0,0,0,23,22.6,36635.11,0,0,0,0,0,0,0,0,0,0
1620,AGUILAR REORGANIZED 6,0,0,0,78,52,0,0,0.6,14,0.8276,116,0.5,0.5,0.5,0.5,0.5,0.5,7.225,0,0,0,0,0,0,0,0,0,2,0,2,8,3,11,0,0,0,0,0,0,13,18,20808.56,0,0,0,0,0,0,0,0,0,0
1620,AGUILAR REORGANIZED 6,0,0,0,78,52,0,0,0.6,14,0.8276,116,0.5,0.5,0.5,0.5,0.5,0.5,7.225,0,0,0,0,0,0,0,0,0,2,0,2,8,3,11,0,0,0,0,0,0,13,18,20808.56,0,0,0,0,0,0,0,0,0,0
1750,BRANSON REORGANIZED 82,3,1,23,110,292,0,21,0.3511,14,0.1889,450,0.625,0.667,0.733,0.444,0.767,0.5,14.665,0,0,0,0,0,0,0,0,0,0,0,0,24,2,26,0,0,0,0,0,0,26,25.2,39990.09,0,0,0,0,0,0,0,0,0,0
1750,BRANSON REORGANIZED 82,3,1,23,110,292,0,21,0.3511,14,0.1889,450,0.625,0.667,0.733,0.444,0.767,0.5,14.665,0,0,0,0,0,0,0,0,0,0,0,0,24,2,26,0,0,0,0,0,0,26,25.2,39990.09,0,0,0,0,0,0,0,0,0,0
1760,KIM REORGANIZED 88,0,0,0,9,39,0,0,0.1875,14,0.619,42,0.5,0.5,0.5,0,0.5,0,4.855,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,10,11.1,22440.78,0,0,0,0,0,0,0,0,0,0
1760,KIM REORGANIZED 88,0,0,0,9,39,0,0,0.1875,14,0.619,42,0.5,0.5,0.5,0,0.5,0,4.855,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,10,11.1,22440.78,0,0,0,0,0,0,0,0,0,0
1780,GENOA-HUGO C113,1,0,5,7,158,0,0,0.076,14,0.5584,154,0.636,0.727,1,0.429,1,0.571,8.99,0,0,0,0,0,0,0,0,0,0,1,1,17,1,18,0,0,0,0,0,0,19,18.3,34020.31,0,0,0,0,0,0,0,0,0,0
1780,GENOA-HUGO C113,1,0,5,7,158,0,0,0.076,14,0.5584,154,0.636,0.727,1,0.429,1,0.571,8.99,0,0,0,0,0,0,0,0,0,0,1,1,17,1,18,0,0,0,0,0,0,19,18.3,34020.31,0,0,0,0,0,0,0,0,0,0
1790,LIMON RE-4J,2,3,11,61,384,4,11,0.1933,14,0.3761,476,0.912,0.941,0.895,0.933,0.947,0.933,14.915,0,0,0,0,0,0,0,0,0,0,0,0,24,9,33,0,0,0,0,0,0,33,31.9,33705.22,0,0,0,0,0,0,0,0,0,0
1790,LIMON RE-4J,2,3,11,61,384,4,11,0.1933,14,0.3761,476,0.912,0.941,0.895,0.933,0.947,0.933,14.915,0,0,0,0,0,0,0,0,0,0,0,0,24,9,33,0,0,0,0,0,0,33,31.9,33705.22,0,0,0,0,0,0,0,0,0,0
1810,KARVAL RE-23,0,0,0,2,43,0,0,0.0444,14,0.7692,39,0.5,0.5,0.571,0.455,0.571,0.455,7.12,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,0,0,0,1,0,1,8,6.5,35895.32,0,0,0,0,1,0,0,0,1,1
1810,KARVAL RE-23,0,0,0,2,43,0,0,0.0444,14,0.7692,39,0.5,0.5,0.571,0.455,0.571,0.455,7.12,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,0,0,0,1,0,1,8,6.5,35895.32,0,0,0,0,1,0,0,0,1,1
1828,VALLEY RE-1,14,13,15,562,1606,4,58,0.2931,14,0.4766,2098,0.833,0.9,0.784,0.882,0.878,0.921,42.54428571,0,0,0,0,1,1,0,0,0,2,2,4,115,28,143,0,0,0,0,1,1,149,144.8,39367.71,0,1,0,3,18,0,1,2,21,23
1828,VALLEY RE-1,14,13,15,562,1606,4,58,0.2931,14,0.4766,2098,0.833,0.9,0.784,0.882,0.878,0.921,42.54428571,0,0,0,0,1,1,0,0,0,2,2,4,115,28,143,0,0,0,0,1,1,149,144.8,39367.71,0,1,0,3,18,0,1,2,21,23
1850,FRENCHMAN RE-3,0,0,1,17,173,0,7,0.1263,14,0.3587,184,1,1,1,1,1,1,10.645,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,19,18.6,36484.43,0,0,0,0,0,0,0,0,0,0
1850,FRENCHMAN RE-3,0,0,1,17,173,0,7,0.1263,14,0.3587,184,1,1,1,1,1,1,10.645,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,19,18.6,36484.43,0,0,0,0,0,0,0,0,0,0
1860,BUFFALO RE-4J,4,2,7,22,276,0,4,0.1238,14,0.254,315,0.962,1,0.9,1,1,1,13.985,0,0,0,0,0,0,0,0,0,0,0,0,17,6,23,0,0,0,0,0,0,23,22.7,40473.66,0,0,0,0,0,0,0,0,0,0
1860,BUFFALO RE-4J,4,2,7,22,276,0,4,0.1238,14,0.254,315,0.962,1,0.9,1,1,1,13.985,0,0,0,0,0,0,0,0,0,0,0,0,17,6,23,0,0,0,0,0,0,23,22.7,40473.66,0,0,0,0,0,0,0,0,0,0
1870,PLATEAU RE-5,0,0,2,7,167,0,1,0.0565,14,0.3434,166,1,1,1,1,1,1,9.64,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,1,0,1,0,0,0,18,18.5,36065.06,0,0,0,0,0,0,0,0,0,0
1870,PLATEAU RE-5,0,0,2,7,167,0,1,0.0565,14,0.3434,166,1,1,1,1,1,1,9.64,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,1,0,1,0,0,0,18,18.5,36065.06,0,0,0,0,0,0,0,0,0,0
1980,DE BEQUE 49JT,0,0,1,21,129,0,0,0.1457,14,0.4275,138,0.6,0.8,0,0.6,0,0.8,9.64,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,16,15.4,38019.84,0,0,0,0,0,0,0,0,0,0
1980,DE BEQUE 49JT,0,0,1,21,129,0,0,0.1457,14,0.4275,138,0.6,0.8,0,0.6,0,0.8,9.64,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,16,15.4,38019.84,0,0,0,0,0,0,0,0,0,0
1990,PLATEAU VALLEY 50,4,3,23,59,357,3,10,0.2222,14,0.2705,440,0.287,0.489,0.462,0.164,0.667,0.364,15.1575,0,1,1,0,0,0,0,0,0,0,0,0,24,7,31,0,0,0,0,0,0,32,32.3,40826.84,0,0,0,0,0,0,0,0,0,0
1990,PLATEAU VALLEY 50,4,3,23,59,357,3,10,0.2222,14,0.2705,440,0.287,0.489,0.462,0.164,0.667,0.364,15.1575,0,1,1,0,0,0,0,0,0,0,0,0,24,7,31,0,0,0,0,0,0,32,32.3,40826.84,0,0,0,0,0,0,0,0,0,0
2000,MESA COUNTY VALLEY 51,141,148,126,4955,15523,28,821,0.286,14,0.426,21054,0.772,0.786,0.814,0.729,0.826,0.745,17.83021739,3,1,4,4,2,6,4,1,5,56,27,83,910,307,"1,217",4,0,4,4,0,4,"1,323",1289,44698.03,3,33,13,377,2183,4,99,1314,1398,2712
2000,MESA COUNTY VALLEY 51,141,148,126,4955,15523,28,821,0.286,14,0.426,21054,0.772,0.786,0.814,0.729,0.826,0.745,17.83021739,3,1,4,4,2,6,4,1,5,56,27,83,910,307,"1,217",4,0,4,4,0,4,"1,323",1289,44698.03,3,33,13,377,2183,4,99,1314,1398,2712
2010,CREEDE SCHOOL DISTRICT,0,0,0,9,65,0,3,0.1558,14,0.5974,77,1,1,1,1,1,1,6.22,0,0,0,0,0,0,0,0,0,1,0,1,8,3,11,0,0,0,0,0,0,12,12.4,33788.58,0,0,0,0,0,0,0,0,0,0
2010,CREEDE SCHOOL DISTRICT,0,0,0,9,65,0,3,0.1558,14,0.5974,77,1,1,1,1,1,1,6.22,0,0,0,0,0,0,0,0,0,1,0,1,8,3,11,0,0,0,0,0,0,12,12.4,33788.58,0,0,0,0,0,0,0,0,0,0
